#1 arg remaining, starting with './Data/Raw/Waze/Waze23.pcapng'
#Ostermann's tcptrace -- version 6.6.7 -- Thu Nov  4, 2004

#200 packets seen, 196 TCP packets traced
#elapsed wallclock time: 0:00:00.041356, 4836 pkts/sec analyzed
#trace file elapsed time: 0:00:03.572966
#TCP connection info:
#6 TCP connections traced:
conn_#,host_a,host_b,port_a,port_b,first_packet,last_packet,total_packets_a2b,total_packets_b2a,resets_sent_a2b,resets_sent_b2a,ack_pkts_sent_a2b,ack_pkts_sent_b2a,pure_acks_sent_a2b,pure_acks_sent_b2a,sack_pkts_sent_a2b,sack_pkts_sent_b2a,dsack_pkts_sent_a2b,dsack_pkts_sent_b2a,max_sack_blks/ack_a2b,max_sack_blks/ack_b2a,unique_bytes_sent_a2b,unique_bytes_sent_b2a,actual_data_pkts_a2b,actual_data_pkts_b2a,actual_data_bytes_a2b,actual_data_bytes_b2a,rexmt_data_pkts_a2b,rexmt_data_pkts_b2a,rexmt_data_bytes_a2b,rexmt_data_bytes_b2a,zwnd_probe_pkts_a2b,zwnd_probe_pkts_b2a,zwnd_probe_bytes_a2b,zwnd_probe_bytes_b2a,outoforder_pkts_a2b,outoforder_pkts_b2a,pushed_data_pkts_a2b,pushed_data_pkts_b2a,SYN/FIN_pkts_sent_a2b,SYN/FIN_pkts_sent_b2a,req_1323_ws/ts_a2b,req_1323_ws/ts_b2a,adv_wind_scale_a2b,adv_wind_scale_b2a,req_sack_a2b,req_sack_b2a,sacks_sent_a2b,sacks_sent_b2a,urgent_data_pkts_a2b,urgent_data_pkts_b2a,urgent_data_bytes_a2b,urgent_data_bytes_b2a,mss_requested_a2b,mss_requested_b2a,max_segm_size_a2b,max_segm_size_b2a,min_segm_size_a2b,min_segm_size_b2a,avg_segm_size_a2b,avg_segm_size_b2a,max_win_adv_a2b,max_win_adv_b2a,min_win_adv_a2b,min_win_adv_b2a,zero_win_adv_a2b,zero_win_adv_b2a,avg_win_adv_a2b,avg_win_adv_b2a,initial_window_bytes_a2b,initial_window_bytes_b2a,initial_window_pkts_a2b,initial_window_pkts_b2a,ttl_stream_length_a2b,ttl_stream_length_b2a,missed_data_a2b,missed_data_b2a,truncated_data_a2b,truncated_data_b2a,truncated_packets_a2b,truncated_packets_b2a,data_xmit_time_a2b,data_xmit_time_b2a,idletime_max_a2b,idletime_max_b2a,hardware_dups_a2b,hardware_dups_b2a,throughput_a2b,throughput_b2a,

1,192.168.2.3,edge-star-shv-01-dft4.facebook.com,43879,443,1492103495.801491 , 1492103499.256724 ,             12,             15,              0,              0,             11,             15,              7,              3,              1,              0,              1,              0,              1,              0,            733,           4774,              4,             11,           1156,          11764,              1,              6,            423,           6990,              0,              0,              0,              0,              0,              0,              4,              5,            1/0,            1/0,            Y/Y,            Y/Y,              6,              8,              Y,              Y,              1,              0,              0,              0,              0,              0,           1460,           1410,            423,           1398,            126,            258,            288,           1069,         101632,          30208,          87616,          29184,              0,              0,          94749,          29403,            184,           1398,              1,              1,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          3.127,          3.135,         2356.1,          871.5,              0,              0,            212,           1382,
2,192.168.2.3,server-54-230-7-116.dfw3.r.cloudfront.net,33121,emwavemsg,1492103495.892896 , 1492103499.261874 ,             40,             69,              0,              0,             40,             69,             39,              0,             35,              0,              0,              0,              1,              0,            286,          59366,              1,             69,            286,          99910,              0,             28,              0,          40544,              0,              0,              0,              0,              0,              0,              1,              1,            0/0,            0/0,            N/Y,            N/Y,              0,              0,              N,              N,             35,              0,              0,              0,              0,              0,              0,              0,            286,           1448,            286,           1446,            285,           1447,           6166,            135,           6166,            135,              0,              0,           6166,            135,            286,              0,              1,              0,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.000,          3.235,         2397.6,         1372.0,              0,              0,             85,          17621,
3,192.168.2.3,ec2-34-197-6-214.compute-1.amazonaws.com,57762,443,1492103498.235457 , 1492103499.124193 ,              9,              6,              0,              0,              7,              6,              5,              1,              1,              0,              1,              0,              1,              0,            263,           2702,              2,              3,            263,           2702,              1,              1,              1,              1,              0,              0,              0,              0,              0,              0,              2,              2,            2/0,            2/0,            Y/Y,            Y/Y,              6,              8,              Y,              Y,              1,              0,              0,              0,              0,              0,           1460,           1460,            134,           1448,            129,             59,            131,            900,          93440,          29184,          87616,          28160,              0,              0,          90523,          28416,            129,           1448,              1,              1,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.343,          0.270,          318.6,          344.3,              0,              0,            296,           3040,
4,192.168.2.3,ec2-34-197-6-214.compute-1.amazonaws.com,57763,443,1492103498.235459 , 1492103499.374457 ,              9,              6,              0,              0,              7,              6,              5,              1,              1,              0,              1,              0,              1,              0,            263,           2702,              2,              3,            263,           2702,              1,              1,              1,              1,              0,              0,              0,              0,              0,              0,              2,              2,            2/0,            2/0,            Y/Y,            Y/Y,              6,              8,              Y,              Y,              1,              0,              0,              0,              0,              0,           1460,           1460,            134,           1448,            129,             59,            131,            900,          93440,          31488,          87616,          30464,              0,              0,          90523,          30720,            129,           1448,              1,              1,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.384,          0.340,          378.5,          501.1,              0,              0,            231,           2372,
5,192.168.2.3,ec2-34-197-6-214.compute-1.amazonaws.com,57764,443,1492103498.235470 , 1492103499.317141 ,             10,              7,              0,              0,              8,              7,              6,              1,              2,              0,              2,              0,              1,              0,            263,           2702,              2,              4,            263,           3897,              1,              2,              1,           1196,              0,              0,              0,              0,              0,              0,              2,              3,            2/0,            2/0,            Y/Y,            Y/Y,              6,              8,              Y,              Y,              2,              0,              0,              0,              0,              0,           1460,           1460,            134,           1448,            129,             59,            131,            974,          93440,          31488,          87616,          30464,              0,              0,          90888,          30668,            129,           1448,              1,              1,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.392,          0.373,          375.9,          473.6,              0,              0,            243,           2498,
6,192.168.2.3,ec2-52-202-7-20.compute-1.amazonaws.com,40473,443,1492103498.425614 , 1492103499.344554 ,              7,              6,              0,              0,              6,              6,              4,              2,              0,              0,              0,              0,              0,              0,            266,           2702,              2,              3,            266,           2702,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              2,              2,            1/0,            1/0,            Y/Y,            Y/Y,              6,              8,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1460,            134,           1448,            132,             59,            132,            900,          93440,          29184,          87616,          28160,              0,              0,          91008,          28569,            132,           1448,              1,              1,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.344,          0.263,          326.5,          396.9,              0,              0,            289,           2940,
